,wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price_category
25035,panel,8,12.0,66.0,7.0,55.72694300000001,37.476366,0
25036,monolith,8,10.0,65.0,15.8,55.652502,37.347233,0
25037,panel,10,25.0,66.0,10.0,55.649027,37.343299,0
25038,panel,14,16.0,67.0,8.5,55.766243,37.480786,0
25039,monolithBrick,19,24.0,65.7,12.0,55.682351,37.461337,0
25040,monolith,3,24.0,65.0,16.0,55.770775,37.376626,0
25041,brick,8,9.0,66.6,8.4,55.72314599999999,37.421542,0
25042,brick,3,5.0,67.0,13.0,55.752663,37.508795,0
25043,monolith,5,22.0,66.5,15.3,55.736265,37.493632,0
25044,brick,1,8.0,66.0,7.6,55.715601,37.516413,0
25045,brick,7,7.0,67.0,14.1,55.740639,37.538269,0
25046,monolith,13,15.0,65.9,16.0,55.756386,37.50884,0
25047,monolith,21,31.0,65.0,15.0,55.652659,37.475513,1
25048,monolith,28,37.0,67.0,15.0,55.652999,37.47174,1
25049,panel,1,16.0,68.0,12.0,55.716975,37.421874,0
25050,monolith,12,23.0,68.7,10.8,55.76955,37.37659,0
25051,monolithBrick,6,25.0,68.0,16.0,55.682351,37.461337,0
25052,monolith,12,23.0,68.7,10.8,55.76955,37.37659,0
25053,brick,7,10.0,68.5,8.2,55.718076,37.433588,0
25054,monolithBrick,2,17.0,68.0,10.0,55.69359100000001,37.532439,1
25055,monolithBrick,10,21.0,68.5,16.0,55.742088,37.41872100000001,0
25056,monolith,4,26.0,68.4,31.4,55.743512,37.422099,1
25057,monolith,5,17.0,68.0,12.0,55.700456,37.510718,1
25058,monolithBrick,3,17.0,68.1,11.0,55.70272900000001,37.509703,1
25059,brick,7,14.0,69.0,9.0,55.74599,37.57068,1
25060,panel,7,14.0,68.0,9.5,55.721711,37.393919,0
25061,wood,1,2.0,69.0,13.0,55.607397,37.209387,0
25062,monolith,8,14.0,69.0,12.0,55.661948,37.421443,0
25063,panel,10,19.0,69.0,11.5,55.68698000000001,37.460367,0
25064,brick,1,8.0,68.0,7.0,55.715601,37.516413,0
25065,block,9,16.0,68.0,8.0,55.754411,37.507403,0
25066,panel,9,25.0,68.5,9.2,55.666645,37.464113,0
25067,brick,9,9.0,69.0,13.0,55.738688,37.531029,0
25068,monolith,10,22.0,68.2,12.0,55.741673,37.419422,0
25069,monolith,10,22.0,68.0,12.0,55.742276,37.419027,0
25070,monolith,7,12.0,68.6,11.8,55.653771,37.486787,1
25071,monolithBrick,5,17.0,68.0,14.0,55.700456,37.510718,1
25072,monolith,24,44.0,68.0,20.0,55.72746,37.47997700000001,1
25073,monolith,2,22.0,68.9,13.1,55.703119,37.506047,1
25074,monolith,3,14.0,68.1,12.0,55.70272900000001,37.509703,1
25075,monolith,3,16.0,68.0,12.0,55.70272900000001,37.509703,1
25076,monolith,3,14.0,68.0,12.0,55.70272900000001,37.509703,1
25077,monolith,3,17.0,68.0,12.0,55.70272900000001,37.509703,1
25078,panel,2,9.0,68.6,9.0,55.70643100000001,37.470976,0
25079,panel,2,9.0,68.6,8.0,55.70643100000001,37.470976,0
25080,panel,5,14.0,68.0,9.8,55.71375,37.485448,0
25081,panel,2,16.0,68.9,10.5,55.739428,37.43057,0
25082,panel,5,25.0,69.0,10.0,55.66149100000001,37.415613,0
25083,monolithBrick,15,42.0,68.0,14.4,55.743649,37.508122,0
25084,panel,10,12.0,69.0,7.2,55.725554,37.463826,0
25085,brick,5,8.0,69.0,9.0,55.713846,37.517006,0
25086,monolith,20,25.0,68.0,10.0,55.724753,37.467302,0
25087,monolith,11,14.0,69.0,12.6,55.67261,37.466763,0
25088,brick,8,8.0,68.0,12.0,55.72571600000001,37.532475,0
25089,monolith,2,23.0,68.5,13.8,55.67423,37.495635,1
25090,brick,4,11.0,68.0,20.0,55.75157900000001,37.564203000000006,1
25091,block,3,22.0,68.4,10.0,55.740999,37.436041,0
25092,monolith,9,29.0,72.0,6.0,55.711108,37.504708,0
25093,brick,9,9.0,71.0,10.0,55.746669,37.559083,0
25094,monolith,2,11.0,70.0,19.0,55.745083,37.49736,0
25095,monolith,4,19.0,72.0,6.0,55.743512,37.422099,0
25096,monolith,4,19.0,72.0,24.0,55.743512,37.422099,0
25097,monolith,9,21.0,70.0,7.0,55.755434,37.507753,1
25098,monolith,11,17.0,70.0,15.0,55.70020699999999,37.509316,1
25099,monolith,2,17.0,70.0,15.0,55.70272900000001,37.509703,1
25100,monolith,2,17.0,70.0,18.5,55.70272900000001,37.509703,1
25101,monolith,14,17.0,70.2,11.8,55.715195,37.407897,0
25102,monolith,21,29.0,71.0,15.0,55.711108,37.504708,0
25103,monolith,10,24.0,71.1,19.0,55.693206,37.470383,0
25104,panel,20,25.0,72.0,15.0,55.730289,37.464796,0
25105,monolith,5,15.0,70.0,23.0,55.71414,37.435313,0
25106,monolith,9,17.0,72.0,8.0,55.699771,37.505669,0
25107,brick,5,8.0,70.0,10.0,55.74454100000001,37.548375,1
25108,monolith,16,16.0,70.6,10.0,55.753686,37.513143,1
25109,monolith,5,17.0,70.0,16.0,55.700456,37.510718,1
25110,monolith,6,25.0,71.0,12.0,55.756386,37.50884,1
25111,monolith,2,17.0,70.0,13.0,55.70290600000001,37.511508,1
25112,monolith,2,17.0,70.0,15.0,55.70272900000001,37.509703,1
25113,monolith,2,17.0,70.0,18.5,55.70272900000001,37.509703,1
25114,brick,4,16.0,70.0,11.0,55.71304,37.500953,1
25115,brick,2,16.0,71.0,7.5,55.649195,37.38482800000001,0
25116,panel,8,17.0,72.0,12.0,55.75942,37.411256,0
25117,panel,1,16.0,72.0,10.0,55.716975,37.421874,0
25118,panel,1,16.0,72.0,10.3,55.64889,37.400297,0
25119,brick,3,4.0,71.0,9.0,55.72879399999999,37.419763,0
25120,panel,14,16.0,71.0,8.0,55.702378,37.460664,0
25121,panel,11,16.0,72.0,7.0,55.672016000000006,37.450549,0
25122,panel,10,17.0,72.0,13.0,55.647092,37.410448,0
25123,whiteBrick,2,6.0,72.0,8.0,55.719729,37.400396,0
25124,brick,7,17.0,70.0,9.0,55.649637,37.385115,0
25125,monolith,6,18.0,71.8,10.7,55.715936,37.407133,0
25126,brick,15,16.0,71.0,8.8,55.650333,37.385511,0
25127,monolith,18,29.0,70.0,12.0,55.711108,37.504708,0
25128,brick,4,5.0,72.0,9.1,55.733477,37.414239,0
25129,panel,20,24.0,71.8,10.0,55.716007,37.39249,0
25130,monolith,9,18.0,71.5,11.0,55.715936,37.407133,0
25131,monolith,8,18.0,71.4,12.0,55.715936,37.407133,0
25132,panel,6,17.0,72.0,10.0,55.659287,37.465083,0
25133,monolith,7,24.0,72.0,19.0,55.693206,37.470383,0
25134,monolithBrick,7,24.0,71.0,19.1,55.693206,37.470383,0
25135,panel,10,17.0,70.0,9.0,55.73999,37.426061,0
25136,panel,2,19.0,71.0,24.0,55.731977,37.468479,0
25137,monolith,3,25.0,72.0,12.0,55.671082,37.473456,0
25138,monolith,2,23.0,70.0,20.0,55.76955,37.37659,0
25139,panel,10,25.0,70.0,12.0,55.73912900000001,37.414364,0
25140,monolith,20,25.0,72.0,15.0,55.730289,37.464796,0
25141,monolith,24,25.0,70.0,15.0,55.689111,37.471452,0
25142,monolith,2,8.0,70.0,10.0,55.745083,37.49736,0
25143,panel,17,24.0,70.0,15.0,55.730593000000006,37.466628,0
25144,monolith,10,22.0,70.0,11.0,55.741673,37.419422,0
25145,brick,4,6.0,72.0,15.0,55.741632,37.546156,1
25146,monolithBrick,5,12.0,72.0,13.0,55.749674,37.502292,1
25147,monolithBrick,12,12.0,72.0,12.0,55.749674,37.502292,1
25148,brick,7,12.0,71.0,9.0,55.737507,37.518371,1
25149,monolith,20,25.0,72.0,10.0,55.675098,37.499507,1
25150,brick,1,12.0,71.5,12.2,55.681001,37.497135,1
25151,panel,23,25.0,70.0,9.8,55.671905,37.516162,1
25152,brick,1,12.0,71.5,12.2,55.681001,37.497135,1
25153,monolithBrick,15,17.0,72.0,10.0,55.755616,37.403648,1
25154,brick,9,12.0,70.0,9.0,55.737684,37.521156,1
25155,brick,19,22.0,70.0,23.0,55.71304,37.500953,1
25156,monolith,4,23.0,72.0,12.0,55.641239,37.35981,0
25157,block,13,19.0,70.3,10.0,55.648087,37.391664,0
25158,monolith,24,25.0,70.0,12.0,55.649027,37.343299,0
25159,whiteBrick,3,5.0,72.0,8.0,55.72505699999999,37.421111,0
25160,panel,9,16.0,72.0,10.0,55.650074,37.395248,0
25161,panel,9,16.0,72.0,10.0,55.650074,37.395248,0
25162,panel,12,25.0,71.0,20.0,55.661308,37.411526,0
25163,brick,2,5.0,70.0,8.0,55.719009,37.399596,0
25164,brick,2,5.0,70.0,7.5,55.720814,37.435951,0
25165,panel,4,17.0,72.0,10.0,55.731212,37.415442,0
25166,brick,3,10.0,70.0,10.0,55.718076,37.433588,0
25167,brick,5,5.0,72.0,9.0,55.694479,37.486293,0
25168,panel,20,25.0,72.0,9.0,55.7333,37.538925,0
25169,panel,14,25.0,71.9,13.0,55.730289,37.464796,0
25170,monolith,4,17.0,70.0,9.0,55.739939,37.429223,0
25171,block,8,18.0,72.0,12.0,55.715936,37.407133,0
25172,block,8,18.0,71.4,12.5,55.715936,37.407133,0
25173,monolith,21,25.0,72.0,12.0,55.693206,37.470383,0
25174,brick,5,5.0,70.0,8.1,55.720672,37.523366,0
25175,brick,4,8.0,70.0,7.6,55.713846,37.517006,0
25176,panel,9,19.0,70.0,7.0,55.66829499999999,37.514607,0
25177,monolith,17,25.0,71.0,14.5,55.736265,37.493632,0
25178,panel,11,14.0,70.0,9.0,55.711508,37.478944,0
25179,panel,11,14.0,70.0,9.0,55.711508,37.478944,0
25180,panel,12,23.0,72.0,8.0,55.698224,37.511257,0
25181,panel,6,17.0,71.6,10.0,55.758311,37.41155300000001,0
25182,whiteBrick,8,9.0,70.0,8.0,55.712193000000006,37.521255,0
25183,brick,4,6.0,72.0,15.0,55.741632,37.546156,0
25184,monolithBrick,5,23.0,70.0,25.0,55.711595,37.48895200000001,0
25185,monolithBrick,11,12.0,72.0,12.0,55.704981,37.501618,1
25186,brick,2,5.0,71.0,10.0,55.740183,37.547073,1
25187,whiteBrick,9,9.0,72.0,16.0,55.738074,37.564446,1
25188,monolithBrick,6,18.0,70.0,27.0,55.736265,37.493632,1
25189,monolith,9,21.0,70.0,8.0,55.756386,37.50884,1
25190,monolith,16,22.0,72.0,9.0,55.726786,37.522719,1
25191,monolith,5,22.0,70.1,11.2,55.703119,37.506047,1
25192,monolith,6,25.0,71.0,17.0,55.755459,37.509334,1
25193,brick,8,12.0,71.7,7.6,55.74861,37.569692,1
25194,panel,17,17.0,73.0,10.2,55.638826,37.35672,0
25195,monolithBrick,13,23.0,74.0,14.0,55.711595,37.48895200000001,1
25196,panel,1,16.0,73.2,10.0,55.64889,37.400297,0
25197,panel,2,17.0,74.0,10.1,55.747753,37.421928,0
25198,monolith,22,23.0,74.0,16.7,55.693622,37.469189,0
25199,monolith,21,23.0,73.0,16.7,55.693622,37.469189,0
25200,panel,7,16.0,73.0,11.0,55.739463,37.490892,0
25201,monolith,2,23.0,74.0,15.0,55.693622,37.469189,1
25202,monolithBrick,18,19.0,74.0,12.0,55.74568100000001,37.39470900000001,1
25203,panel,16,17.0,74.0,12.9,55.64109200000001,37.39709000000001,0
25204,monolithBrick,6,23.0,74.0,17.0,55.694388,37.470554,0
25205,panel,6,24.0,73.0,10.0,55.716149,37.391107,0
25206,monolith,22,22.0,74.0,16.7,55.693622,37.469189,0
25207,panel,13,17.0,74.0,10.0,55.74,37.492626,0
25208,panel,15,17.0,74.0,10.2,55.76843100000001,37.408786,0
25209,panel,10,17.0,74.0,10.0,55.766597,37.409145,0
25210,monolith,4,26.0,73.4,13.3,55.743512,37.422099,1
25211,monolith,22,22.0,73.0,12.0,55.736615,37.466009,1
25212,monolith,4,24.0,74.0,10.0,55.684041,37.48199,1
25213,monolithBrick,15,16.0,73.0,11.0,55.705062,37.495518,1
25214,monolithBrick,7,16.0,74.0,25.0,55.70290600000001,37.511508,1
25215,panel,14,23.0,74.0,10.5,55.67756,37.486436,0
25216,panel,1,17.0,73.3,10.0,55.612665,37.252147,0
25217,panel,1,16.0,74.0,10.0,55.64889,37.400297,0
25218,brick,4,4.0,73.2,8.4,55.72933100000001,37.418982,0
25219,panel,8,17.0,73.0,10.0,55.643678,37.338313,0
25220,brick,4,4.0,73.0,9.0,55.72933100000001,37.418982,0
25221,brick,6,17.0,73.0,10.5,55.638861,37.349174,0
25222,panel,13,17.0,73.3,10.2,55.64390699999999,37.401986,0
25223,brick,8,15.0,73.3,14.0,55.720007,37.442625,0
25224,brick,8,15.0,73.3,14.0,55.720007,37.442625,0
25225,panel,4,17.0,73.6,10.2,55.643185,37.367203,0
25226,panel,7,16.0,73.0,8.8,55.713537,37.402794,0
25227,panel,3,17.0,73.9,11.0,55.65658000000001,37.404788,0
25228,panel,13,17.0,74.0,10.2,55.731212,37.415442,0
25229,panel,6,24.0,73.0,10.0,55.716149,37.391107,0
25230,brick,2,5.0,73.0,9.0,55.737451,37.409837,0
25231,brick,4,4.0,73.5,9.1,55.722223,37.454744,0
25232,panel,13,17.0,73.1,10.1,55.731906,37.460637,0
25233,panel,14,23.0,74.0,12.0,55.67756,37.486436,0
25234,block,15,17.0,74.0,10.0,55.76843100000001,37.408786,0
25235,panel,2,17.0,74.0,11.0,55.76521999999999,37.409217,0
25236,panel,15,17.0,74.0,9.0,55.739296,37.492958,0
25237,panel,8,17.0,73.2,10.4,55.76667800000001,37.411876,0
25238,panel,3,23.0,73.0,10.0,55.752293,37.41016,0
25239,monolith,5,28.0,73.0,11.3,55.711108,37.504708,0
25240,panel,15,20.0,74.0,26.0,55.731414,37.464329,0
25241,monolith,27,33.0,73.0,20.0,55.663527,37.48685,1
25242,panel,7,17.0,74.0,10.3,55.76667800000001,37.411876,1
25243,monolith,23,25.0,74.0,12.6,55.755348,37.510879,1
25244,monolith,4,24.0,73.0,5.0,55.693622,37.469189,1
25245,monolith,16,30.0,74.0,10.0,55.711108,37.504708,1
25246,monolith,4,23.0,73.0,12.0,55.693622,37.469189,1
25247,monolith,18,24.0,73.3,21.0,55.694388,37.470554,1
25248,monolith,2,23.0,73.0,17.0,55.694388,37.470554,1
25249,monolithBrick,2,24.0,73.0,25.0,55.703611,37.516467,1
25250,monolith,2,15.0,74.0,15.0,55.703611,37.516467,1
25251,panel,8,17.0,73.0,10.0,55.686589,37.485134,1
25252,monolith,10,17.0,74.0,12.0,55.70290600000001,37.511508,1
25253,monolith,4,17.0,74.0,12.0,55.70272900000001,37.509703,1
25254,brick,7,12.0,73.0,13.0,55.74861,37.569692,1
25255,panel,1,16.0,74.0,10.5,55.64889,37.400297,0
25256,panel,4,17.0,73.1,10.2,55.639146,37.37571,0
25257,panel,8,17.0,73.3,10.2,55.646762,37.413277,0
25258,panel,7,17.0,74.0,10.0,55.638861,37.349174,0
25259,panel,15,17.0,74.0,10.0,55.646762,37.413277,0
25260,panel,16,16.0,73.0,10.0,55.718775,37.42271,0
25261,panel,4,17.0,74.0,10.1,55.644181,37.411678,0
25262,panel,10,17.0,73.0,10.5,55.647361,37.396003,0
25263,panel,9,17.0,74.0,10.0,55.649413,37.397494,0
25264,brick,2,4.0,73.0,17.3,55.731485,37.411544,0
25265,panel,13,16.0,73.0,9.5,55.653162,37.481073,0
25266,panel,7,22.0,74.0,10.0,55.766623,37.488368,0
25267,panel,2,17.0,74.0,10.0,55.77117,37.41078,0
25268,brick,3,5.0,74.0,9.0,55.736949,37.409702,0
25269,panel,23,25.0,74.0,13.7,55.730289,37.464796,0
25270,panel,1,17.0,74.0,10.0,55.694079,37.504483,0
25271,panel,4,17.0,74.0,10.0,55.746649,37.421353,0
25272,brick,2,5.0,73.5,9.0,55.738683,37.48852,0
25273,panel,1,17.0,74.0,10.3,55.692912,37.504897,0
25274,panel,13,17.0,74.0,11.0,55.75747,37.41555,0
25275,panel,8,22.0,74.0,10.0,55.738449,37.432609,0
25276,monolith,4,16.0,74.0,12.0,55.668935,37.465002,0
25277,panel,7,17.0,74.0,10.0,55.740284,37.491458,0
25278,panel,12,22.0,73.2,8.6,55.682803,37.48287,0
25279,panel,12,17.0,74.0,10.5,55.767615,37.41175,0
25280,panel,3,23.0,73.0,10.0,55.752293,37.41016,0
25281,brick,8,15.0,73.0,8.0,55.71663,37.444979,0
25282,brick,5,5.0,74.0,8.1,55.720672,37.52157800000001,0
25283,panel,2,16.0,74.0,10.0,55.657621,37.482771,0
25284,panel,12,16.0,74.0,11.0,55.744723,37.428207,0
25285,monolithBrick,5,15.0,73.0,15.0,55.735829,37.439086,0
25286,panel,4,17.0,73.0,10.0,55.756903,37.408993,0
25287,monolith,20,22.0,74.0,8.5,55.672757,37.494126,0
25288,monolith,15,18.0,74.0,8.5,55.736615,37.466009,0
25289,monolith,27,33.0,73.0,12.0,55.663527,37.48685,1
25290,brick,7,7.0,74.0,9.2,55.745924,37.549264,1
25291,whiteBrick,5,11.0,73.0,8.6,55.735809,37.525028000000006,1
25292,monolith,9,16.0,73.2,9.5,55.67152900000001,37.517922,1
25293,monolith,9,17.0,73.0,11.7,55.688456,37.518461,1
25294,monolithBrick,8,22.0,74.0,10.0,55.736615,37.466009,1
25295,monolith,15,24.0,74.0,19.4,55.684041,37.48199,1
25296,brick,3,9.0,73.2,16.0,55.738688,37.531029,1
25297,whiteBrick,2,10.0,74.0,8.6,55.75072700000001,37.562272,1
25298,monolith,11,17.0,74.0,13.0,55.70272900000001,37.509703,1
25299,panel,21,22.0,73.8,9.0,55.745022,37.491126,1
25300,monolith,16,17.0,73.9,10.0,55.704473,37.514922,1
25301,brick,4,5.0,74.0,11.5,55.744992,37.51015200000001,0
25302,panel,17,17.0,77.0,10.2,55.656291,37.47253,0
25303,monolith,3,21.0,75.5,11.5,55.70409300000001,37.493156,1
25304,monolith,7,21.0,75.8,11.5,55.703971,37.490587,1
25305,block,8,16.0,76.6,13.0,55.67000600000001,37.450495,0
25306,monolith,11,12.0,75.1,13.8,55.72346999999999,37.433184,0
25307,brick,5,11.0,76.5,8.4,55.735809,37.525028000000006,1
25308,monolith,3,19.0,77.0,15.8,55.645979,37.384379,0
25309,panel,15,22.0,76.5,10.1,55.645141,37.4167,0
25310,monolith,6,19.0,77.0,9.5,55.645974,37.384379,0
25311,panel,6,15.0,76.8,10.3,55.651679,37.343353,0
25312,panel,13,16.0,75.0,10.0,55.668269,37.469341,0
25313,panel,8,16.0,76.6,10.2,55.685954,37.481046,0
25314,brick,8,12.0,77.0,10.0,55.735596,37.519539,1
25315,monolithBrick,10,14.0,77.0,13.2,55.67261,37.466763,1
25316,monolith,8,21.0,75.2,12.5,55.70409300000001,37.493156,1
25317,monolith,11,22.0,76.0,12.0,55.704413,37.503352,1
25318,monolith,4,21.0,75.5,11.5,55.704935,37.492105,1
25319,whiteBrick,6,7.0,75.0,10.0,55.751406,37.565713,1
25320,brick,7,10.0,76.5,9.0,55.75072700000001,37.562272,1
25321,monolith,23,29.0,76.0,10.0,55.711108,37.504708,0
25322,panel,4,17.0,76.0,10.0,55.66800500000001,37.451411,0
25323,panel,3,16.0,75.0,8.0,55.673169,37.498016,0
25324,panel,4,17.0,77.0,10.0,55.755616,37.403648,0
25325,panel,1,14.0,75.7,9.0,55.641117,37.363511,0
25326,monolith,7,15.0,76.7,10.2,55.645751,37.385591,0
25327,panel,9,16.0,76.9,10.0,55.669183,37.470608,0
25328,monolith,5,22.0,75.6,15.3,55.694388,37.470554,0
25329,panel,4,16.0,76.0,10.0,55.654523,37.49129600000001,0
25330,panel,6,14.0,76.8,8.3,55.74106999999999,37.432232,0
25331,panel,13,22.0,76.2,10.0,55.664329,37.466009,0
25332,monolith,24,25.0,76.2,11.0,55.68855799999999,37.465901,0
25333,panel,16,17.0,75.0,10.0,55.661547,37.473923,0
25334,monolith,6,17.0,77.0,10.0,55.666228,37.506756,0
25335,panel,12,16.0,77.0,10.0,55.74988100000001,37.418137,0
25336,monolith,17,23.0,76.0,11.0,55.718709,37.424902,0
25337,panel,6,16.0,76.2,12.0,55.752653,37.506073,0
25338,monolithBrick,14,22.0,75.5,9.2,55.737061,37.468183,0
25339,monolith,17,21.0,75.8,7.0,55.743512,37.422099,1
25340,monolith,17,26.0,76.6,6.6,55.743512,37.422099,1
25341,monolith,3,21.0,75.2,14.8,55.703971,37.490587,1
25342,monolith,8,21.0,75.2,12.5,55.70409300000001,37.493156,1
25343,monolith,18,26.0,75.6,6.9,55.743512,37.422099,1
25344,monolith,7,17.0,75.0,12.0,55.70272900000001,37.509703,1
25345,monolithBrick,7,16.0,75.0,25.0,55.70290600000001,37.511508,1
25346,brick,6,12.0,75.0,15.0,55.750712,37.564904,1
25347,brick,6,15.0,75.0,7.0,55.738074,37.564446,1
25348,monolith,3,15.0,75.0,10.0,55.703611,37.516467,1
25349,monolith,7,25.0,75.0,10.0,55.666645,37.464113,0
25350,monolith,17,21.0,75.5,11.5,55.704935,37.492105,1
25351,monolith,16,21.0,75.5,11.5,55.704935,37.492105,1
25352,panel,7,16.0,75.0,10.0,55.612665,37.252147,0
25353,panel,7,17.0,75.0,10.0,55.613224,37.255066,0
25354,panel,1,17.0,75.2,10.1,55.639329,37.35831,0
25355,monolithBrick,10,18.0,75.94,15.3,55.645126,37.390712,0
25356,panel,1,17.0,75.0,10.2,55.715626,37.410106,0
25357,panel,14,17.0,76.0,10.4,55.642692,37.336921,0
25358,panel,3,16.0,76.5,10.5,55.648352,37.400908,0
25359,panel,8,17.0,75.0,13.0,55.643998,37.403576,0
25360,panel,17,17.0,75.0,10.5,55.638861,37.349174,0
25361,panel,1,17.0,75.0,10.0,55.64043100000001,37.358166,0
25362,panel,8,17.0,76.0,10.2,55.64575600000001,37.395895,0
25363,panel,1,17.0,76.0,10.0,55.64043100000001,37.358166,0
25364,panel,3,17.0,75.0,10.2,55.647066,37.370239,0
25365,panel,8,17.0,76.4,12.9,55.61084,37.25441,0
25366,panel,4,17.0,77.0,10.4,55.63594499999999,37.344619,0
25367,panel,2,14.0,76.0,9.0,55.643048,37.345311,0
25368,panel,2,19.0,76.6,10.9,55.644704,37.385861,0
25369,monolith,2,19.0,77.0,15.8,55.64314399999999,37.38499,0
25370,panel,2,14.0,76.0,9.0,55.643048,37.345311,0
25371,monolith,2,19.0,77.0,12.0,55.64314399999999,37.38499,0
25372,panel,11,17.0,75.0,10.2,55.64644200000001,37.368487,0
25373,panel,4,19.0,76.6,10.9,55.644704,37.385861,0
25374,panel,9,17.0,76.0,10.0,55.716722,37.389212,0
25375,panel,2,17.0,75.0,10.0,55.639329,37.35831,0
25376,panel,13,17.0,75.0,10.0,55.64390699999999,37.401986,0
25377,panel,16,17.0,76.2,10.5,55.644181,37.411678,0
25378,panel,1,16.0,75.4,10.2,55.658759,37.469099,0
25379,panel,8,17.0,75.0,11.0,55.652303,37.409496,0
25380,monolithBrick,13,17.0,76.7,11.0,55.644704,37.385861,0
25381,panel,3,14.0,75.3,10.5,55.788171,37.356827,0
25382,brick,2,5.0,76.0,9.0,55.722756,37.402623,0
25383,panel,5,17.0,76.0,11.0,55.730127,37.427633,0
25384,brick,4,5.0,75.0,8.7,55.72639100000001,37.453917,0
25385,panel,11,16.0,75.0,10.0,55.65936800000001,37.470572,0
25386,panel,9,16.0,75.0,10.5,55.669183,37.470608,0
25387,brick,5,5.0,77.0,9.2,55.752369,37.499246,0
25388,panel,15,16.0,75.6,10.4,55.667879000000006,37.470554,0
25389,panel,3,16.0,76.3,10.5,55.672697,37.46052,0
25390,panel,9,17.0,75.5,10.2,55.667401,37.450333,0
25391,panel,8,16.0,77.0,11.0,55.660059,37.468236,0
25392,panel,4,17.0,76.1,10.0,55.74784399999999,37.418703,0
25393,panel,14,16.0,75.0,10.0,55.666188,37.467922,0
25394,panel,7,16.0,75.1,10.5,55.671854,37.459011,0
25395,panel,7,17.0,76.5,10.2,55.743289,37.402237,0
25396,monolith,12,24.0,76.5,10.0,55.73530699999999,37.420132,0
25397,panel,15,17.0,76.5,10.5,55.76843100000001,37.408786,0
25398,monolith,7,12.0,75.5,13.8,55.72346999999999,37.433184,0
25399,panel,10,17.0,77.0,9.0,55.73999,37.426061,0
25400,panel,8,16.0,77.0,10.0,55.651973,37.485996,0
25401,panel,8,16.0,77.0,10.0,55.685954,37.481046,0
25402,panel,16,16.0,77.0,10.0,55.685954,37.481046,0
25403,brick,8,15.0,75.6,11.0,55.719333,37.443335,0
25404,monolith,13,17.0,75.8,9.7,55.666228,37.506756,0
25405,panel,14,14.0,76.3,8.4,55.74106999999999,37.432232,0
25406,panel,10,22.0,77.0,12.0,55.766673,37.405678,0
25407,panel,7,16.0,77.0,10.0,55.748934,37.419377,0
25408,monolith,2,17.0,76.8,22.3,55.72926,37.421713,0
25409,whiteBrick,4,5.0,75.6,7.4,55.742423,37.546372,0
25410,monolithBrick,14,22.0,75.0,15.0,55.735657,37.432537,0
25411,panel,7,17.0,76.0,10.0,55.758311,37.41155300000001,0
25412,monolith,14,23.0,76.0,10.5,55.71788299999999,37.426573,0
25413,panel,6,17.0,77.0,10.0,55.68783199999999,37.494656,0
25414,panel,9,16.0,75.0,10.0,55.659785,37.483373,0
25415,panel,5,17.0,75.0,10.0,55.739858,37.421874,0
25416,monolith,17,17.0,77.0,12.0,55.65917,37.474677,0
25417,monolith,16,23.0,76.5,14.2,55.714465,37.436625,0
25418,panel,3,22.0,75.9,10.1,55.69299300000001,37.501205,0
25419,monolithBrick,12,27.0,76.0,16.5,55.673199,37.454932,0
25420,monolith,8,18.0,76.8,32.0,55.714176,37.433499,0
25421,panel,6,16.0,76.2,12.0,55.752653,37.506073,0
25422,monolithBrick,14,22.0,75.5,9.2,55.737061,37.468183,0
25423,panel,9,17.0,76.0,10.5,55.656291,37.47253,0
25424,monolith,11,20.0,75.0,13.0,55.74568100000001,37.39470900000001,1
25425,brick,8,12.0,75.0,9.0,55.735596,37.519539,1
25426,monolith,16,16.0,76.0,10.0,55.753686,37.513143,1
25427,monolith,2,18.0,77.0,12.0,55.737917,37.490973,1
25428,monolith,6,24.0,76.8,30.0,55.689238,37.487901,1
25429,monolith,16,25.0,75.0,10.0,55.67279300000001,37.512874,1
25430,monolith,17,24.0,76.6,27.6,55.743512,37.422099,1
25431,panel,6,33.0,77.0,12.0,55.663527,37.48685,1
25432,monolith,9,14.0,77.0,13.0,55.704007,37.50898400000001,1
25433,monolith,3,21.0,75.2,11.7,55.703185,37.491548,1
